"INF06_01","INF06_02","INF06_03","INF24_01","INF24_02","INF24_03","INF48_01","INF48_02","INF48_03","CON06_01","CON06_02","CON06_03","CON24_01","CON24_02","CON24_03","CON48_01","CON48_02","CON48_03"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,0,115,0,0,0,0,0,0,0,0,119,0,0,0,0,103
0,12,12,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0
0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,398,398,0,422,739,0,1660,557,0,496,496,663,223,1417,0,644,0
0,374,374,0,0,0,537,208,196,0,0,0,0,0,0,310,162,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,130,0,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,21,0
0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1350,1571,1571,2200,1339,928,2814,2380,1896,2051,451,451,2483,1611,869,505,741,1120
0,35,35,7,321,0,0,0,193,80,120,120,0,0,192,178,365,334
0,0,0,181,997,0,0,1073,918,0,1156,1156,0,0,936,1024,0,1021
0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0
134,101,101,0,0,0,0,0,0,0,0,0,118,0,110,0,0,0
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0
0,165,165,0,0,0,208,304,377,0,196,196,350,0,149,128,200,0
209,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0
0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
534,754,754,872,637,0,593,332,854,500,83,83,602,653,646,39,844,251
276,263,263,269,280,298,143,246,259,237,252,252,237,259,343,273,298,336
72,70,70,0,0,0,0,0,0,63,68,68,0,0,0,0,93,0
576,0,0,0,0,3899,0,1571,977,0,0,0,3262,2458,3264,2957,3049,0
0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0
0,61,61,65,0,0,0,0,54,0,0,0,0,0,0,0,0,0
176,434,434,840,170,48,113,148,359,54,72,72,165,158,108,49,0,67
0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,64,0,0,0,0,0,182,182,0,0,0,0,0,0
0,0,0,0,0,10,0,0,0,273,0,0,0,0,0,0,0,0
0,0,0,0,0,0,171,987,0,160,0,0,0,0,200,141,306,0
0,946,946,1925,1655,1698,1275,1498,1502,0,909,909,1660,1626,1613,988,1628,1863
2638,2822,2822,5816,5089,4397,4368,3858,3736,2211,2425,2425,5263,4748,4670,2890,5076,4846
0,0,0,0,0,0,0,0,0,0,0,0,1768,0,0,0,0,0
968,993,993,2001,1730,1704,1340,1344,1429,891,836,836,1690,1627,1775,1266,1991,2025
0,304,304,9,0,0,0,0,0,0,0,0,0,0,0,0,1070,73
359,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0
0,0,0,303,0,0,0,0,0,0,0,0,0,196,0,0,0,0
2792,456,456,2187,452,393,719,710,482,713,856,856,401,387,324,263,306,0
0,612,612,723,786,0,0,620,572,460,0,0,333,628,0,618,823,810
199,0,0,232,243,0,106,159,0,191,0,0,162,0,0,45,0,0
335,0,0,5,0,0,1597,395,1232,0,15,15,0,0,0,72,0,429
1125,1211,1211,1902,1488,1518,1343,1673,1535,1195,1289,1289,1416,1465,1544,947,1469,1464
26419,34360,34360,27989,22489,26805,22736,37972,49765,45295,37744,37744,35285,13507,25501,19429,9611,19664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3370,3490,3490,1753,648,2369,3265,3851,3367,2566,2948,2948,1980,2809,2375,1383,2224,1654
4931,5112,5112,1157,0,3122,5498,6112,6170,1630,856,856,3054,4,1692,984,0,2684
0,0,0,137,0,0,82,0,0,0,0,0,0,0,99,0,72,0
1136,1495,1495,718,837,1010,1450,1600,1564,1253,1989,1989,981,537,341,814,1099,921
0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,171,171,0,0,0,0,134,259,0,17,17,0,0,167,131,0,0
0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,437,437,1123,855,918,403,1394,1698,849,811,811,554,959,515,766,851,713
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2
0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0
0,116,116,50,120,0,0,193,0,156,105,105,0,0,0,0,115,0
1476,1457,1457,899,939,772,1106,945,1266,1411,1151,1151,491,1076,1066,1053,649,922
0,270,270,0,0,213,0,221,0,0,163,163,93,0,250,0,0,0
0,0,0,16,0,0,0,0,0,0,31,31,0,0,0,0,0,0
0,0,0,204,0,0,508,0,466,0,0,0,0,0,402,0,1045,0
0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0
0,0,0,168,348,168,76,131,0,0,0,0,525,0,376,426,0,171
0,0,0,147,0,221,0,0,0,0,0,0,234,0,178,0,131,0
494,0,0,0,0,0,6,0,188,0,0,0,0,226,0,0,182,0
0,0,0,730,0,0,0,0,264,0,0,0,646,17,0,0,0,0
0,0,0,0,0,0,0,0,0,0,101,101,0,0,0,0,0,0
138,185,185,277,237,0,90,179,178,203,164,164,238,262,193,321,222,244
2096,2490,2490,2350,2399,1677,1475,1523,3092,2484,2597,2597,2171,1363,1536,808,1133,1376
242,200,200,273,284,234,151,232,229,157,1381,1381,278,971,1594,187,540,233
176,133,133,95,140,36,79,133,133,0,162,162,105,84,0,0,177,180
0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0
0,0,0,0,142,0,128,0,71,121,0,0,140,0,154,234,179,0
27,134,134,106,0,79,0,154,0,0,0,0,157,76,121,58,126,174
0,0,0,163,0,301,99,201,0,239,0,0,549,369,480,120,547,409
1554,0,0,0,171,325,0,523,611,0,1965,1965,198,425,455,0,322,0
0,0,0,0,0,0,360,0,0,0,0,0,61,0,0,64,0,105
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
0,0,0,0,0,0,0,2,65,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0
22,106,106,48,0,80,0,103,142,20,0,0,0,101,104,0,0,0
0,0,0,3517,3279,2239,0,3357,0,3880,0,0,0,0,1537,2547,3036,1270
0,89,89,0,0,0,301,154,169,130,0,0,0,544,0,0,0,0
185,50,50,105,92,228,147,0,227,172,2502,2502,236,183,255,99,0,234
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
176,205,205,266,0,109,168,0,109,181,0,0,256,0,0,329,0,180
0,146,146,20,0,0,0,0,0,0,154,154,8,0,0,0,0,0
204,0,0,76,84,56,0,133,59,95,0,0,0,0,0,0,47,153
0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0
98,0,0,0,81,0,102,80,100,83,90,90,0,0,0,0,0,0
0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0
0,114,114,148,72,0,95,0,0,0,0,0,0,0,0,0,0,0
0,89,89,249,301,516,78,324,230,134,55,55,288,70,113,105,310,57
752,894,894,474,434,620,376,559,514,521,534,534,541,558,529,139,494,512
0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,105,112,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,74,74,398,581,0,90,378,0,91,146,146,0,129,0,354,373,114
278,0,0,463,0,376,76,114,438,168,227,227,93,100,329,0,584,0
0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,94
0,767,767,579,305,0,478,477,767,673,0,0,0,752,535,1039,856,0
0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,108,0,0
272,1831,1831,228,339,0,0,0,0,0,284,284,0,285,0,477,0,364
562,0,0,585,577,0,0,498,260,461,462,462,0,552,0,0,0,604
244,474,474,0,0,0,479,464,561,0,37638,37638,0,0,0,0,534,493
186,410,410,269,362,377,529,225,339,374,172,172,290,691,261,0,0,275
173,220,220,265,207,205,209,163,252,194,200,200,244,222,278,225,256,258
598,772,772,937,435,641,791,930,641,406,1014,1014,948,629,596,539,500,613
334,177,177,216,0,0,145,337,163,175,0,0,438,265,0,183,0,0
0,0,0,187,0,0,0,0,0,0,0,0,188,0,0,0,0,0
1119,1106,1106,1566,947,965,1456,1345,1536,1091,1146,1146,981,778,0,0,940,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
1908,1898,1898,2416,1964,1484,1359,2047,2337,1374,1796,1796,2063,2100,2182,1258,1862,1025
0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
0,349,349,0,165,0,5,0,0,0,2,2,400,306,3,2,374,0
0,0,0,199,0,0,0,551,0,0,227,227,0,0,0,0,0,0
0,245,245,565,238,0,149,0,320,222,306,306,336,0,137,259,0,259
71,205,205,155,0,164,183,147,146,73,0,0,165,155,106,185,0,164
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,765,765,755,511,408,500,499,452,603,513,513,780,410,689,582,475,545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,173,0,411,0,369,0,0,479,479,0,571,0,392,563,0
352,367,367,568,794,358,395,481,347,380,308,308,367,586,635,830,915,1109
273,0,0,237,0,0,0,178,0,0,0,0,228,133,0,366,0,241
0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,164,0,0
0,0,0,0,0,627,0,0,0,626,0,0,2920,2283,0,0,0,0
18675,0,0,0,0,0,142,98,0,0,857,857,0,435,0,241,2,1326
0,0,0,391,0,0,0,0,780,0,0,0,0,0,0,0,0,0
0,321,321,0,0,210,0,360,376,0,0,0,0,0,297,0,0,0
141,163,163,53,114,0,166,162,0,0,0,0,0,0,0,0,128,116
134,73,73,104,0,0,111,0,152,267,191,191,115,44,0,103,0,115
222,261,261,229,179,386,257,244,277,144,179,179,200,144,85,72,126,140
778,438,438,688,462,469,519,651,699,596,759,759,557,552,500,405,338,428
271,107,107,79,0,0,307,0,894,21696,0,0,0,352,0,0,0,284
220,194,194,364,409,253,336,231,170,55,0,0,401,381,329,235,16,367
0,0,0,0,0,0,0,0,0,0,146,146,0,0,0,0,0,0
0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9085
0,0,0,315,0,0,128,121,131,153,0,0,130,157,121,250,181,0
0,55,55,98,0,97,0,0,95,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,62,0
140,15889,15889,521,86,113,175,170,92,417,139,139,154,154,126,561,148,170
0,0,0,0,0,0,0,191,57,13,0,0,0,0,0,0,0,0
166,0,0,115,0,0,160,100,150,0,0,0,0,114,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,63,63,0,208,10318,0,103,70,99,0,0,102,178,194,157,272,63
154,110,110,506,498,467,235,181,241,332,152,152,464,350,485,392,567,512
0,0,0,0,69,0,0,0,0,0,57,57,0,71,0,0,129,50
0,0,0,205,188,0,104,99,0,0,0,0,148,136,0,39,0,0
0,0,0,1072,2272,377,1033,1234,1065,686,796,796,0,737,376,0,6539,202
0,85,85,127,0,106,185,225,0,194,142,142,138,5,0,163,0,200
0,0,0,0,107,0,93,84,0,0,312,312,0,0,0,0,0,0
271,264,264,149,174,179,264,258,195,232,260,260,163,191,201,239,173,207
448,842,842,0,0,155,539,260,262,124,0,0,177,1631,303,669,379,171
525,249,249,807,913,0,349,598,278,563,155,155,0,320,467,0,0,984
0,0,0,24,57,0,0,0,29,40,31,31,0,0,97,0,0,0
0,0,0,82,0,0,666,0,0,81,0,0,0,0,131,152,0,65
52,122,122,0,0,52,258,221,48,128,12,12,0,73,50,103,0,0
15983,10141,10141,9832,25612,7207,16603,10936,6451,6184,14259,14259,1900,19985,1536,18334,29980,5710
227,109,109,179,76,0,0,0,0,224,230,230,0,233,247,248,219,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,10,184,0,0,0,0,0,0,0,0,0
0,0,0,0,0,189,0,163,0,0,0,0,178,0,0,0,0,378
0,0,0,0,0,0,0,0,0,0,230,230,0,0,0,281,0,109
0,0,0,0,41,39,0,0,0,0,0,0,0,0,0,0,44,44
0,0,0,0,0,25,30,0,0,0,0,0,0,0,0,0,34,37
79,77,77,50,0,0,0,0,0,0,32,32,0,0,0,0,63,0
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,0,0,0
220,0,0,45,0,122,0,0,0,103,59,59,0,145,63,161,51,77
0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0,0,0,56,0,42,67,0,0,0,0,0,0,77,0,79,0,0
130,63,63,143,0,132,96,113,112,0,138,138,79,98,114,168,0,0
0,0,0,0,0,29,0,0,0,22,0,0,0,0,16,0,0,39
0,4,4,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,66,93,0,0,56,0,0,0,0,70,57,0,0,126,90
0,0,0,0,152,0,0,0,0,0,0,0,0,0,373,0,0,285
0,0,0,107,0,0,0,0,0,0,0,0,91,79,207,0,134,0
0,0,0,192,145,138,252,84,95,0,0,0,306,141,0,0,97,129
0,0,0,81,63,91,0,0,0,0,0,0,0,99,84,87,0,69
0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,103
74,66,66,145,141,0,0,0,43,70,0,0,114,62,165,143,0,103
197,338,338,0,115,0,127,8,80,100,108,108,0,119,0,150,0,0
410,0,0,0,0,0,0,0,142,0,130,130,246,208,0,387,0,156
0,53,53,0,0,0,0,45,0,64,49,49,0,0,0,48,41,0
823,449,449,137,405,0,850,388,0,650,0,0,684,663,376,185,358,315
0,31,31,25,33,0,0,28,72,0,33,33,27,0,55,22,43,30
85,0,0,0,491,91,533,0,547,79,0,0,91,0,0,0,106,703
0,0,0,238,517,0,0,292,0,220,0,0,0,179,548,732,0,676
0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,118,0,0
0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
0,0,0,6,0,2744,0,0,0,0,0,0,0,273,0,0,0,0
0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
189,0,0,126,114,73,214,229,0,0,266,266,0,169,118,0,269,133
0,0,0,38,382,0,0,0,151,0,130,130,0,0,0,0,295,0
199,105,105,580,447,484,297,178,58,195,177,177,504,888,633,521,536,626
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0
0,0,0,0,0,0,26,0,0,11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,698,928,0
0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1066,504,792,721,707,0,0,0,843,771,0,1273,1053,0
0,0,0,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,168,269,253,0,0,17,0,282,282,279,0,126,149,160,142
116,188,188,58,263,211,180,69,109,281,233,233,272,262,297,478,324,377
1164,1327,1327,0,642,0,0,0,1397,1088,0,0,1476,970,0,507,1307,606
14,63,63,0,0,0,49,0,0,16,0,0,0,78,0,54,0,0
0,0,0,0,0,0,0,0,0,14972,0,0,0,0,0,0,0,0
0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,109,109,0,218,0,0,113,136,0,0,0,0,283,0,276,406,344
0,0,0,324,545,0,0,297,0,0,0,0,268,435,493,441,581,534
609,675,675,173,697,570,286,263,323,111,0,0,737,671,510,0,800,699
0,0,0,0,1757,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,41,33,26,21,21,21,0,22,0,0,23,0
23665,8900,8900,18,0,0,0,0,0,0,0,0,128,0,0,0,0,0
119,0,0,103,3,0,0,131,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,43,64,0
184,0,0,0,129,83,154,0,0,0,153,153,148,138,0,0,173,0
352,262,262,204,153,322,0,139,322,350,344,344,354,250,247,240,0,162
6,0,0,20,0,0,0,6,7,0,0,0,0,0,0,0,0,0
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,230,230,164,0,0,0,0,0,0,0,0,193,0,0,0,0,0
0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
337,1338,1338,595,1001,259,1263,1415,957,352,1388,1388,486,984,496,1150,470,804
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
0,252,252,944,1054,334,820,1040,274,0,498,498,1110,790,359,1072,1343,958
0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,3966,3966,5057,0,3940,4647,4217,4276,4019,4263,4263,4984,3911,5199,4246,9543,6105
0,242,242,458,511,132,0,0,259,218,2654,2654,0,273,0,458,0,0
0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,725,0,0
0,0,0,143,0,0,0,223,0,192,151,151,0,0,0,0,774,248
0,0,0,606,0,0,0,0,0,0,0,0,370,634,0,0,0,0
0,0,0,115,0,130,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,139,0,0,0,0,0,0,0,0,0,0,37,494,0,0
2718,1964,1964,2247,0,2082,3038,2694,2000,2978,0,0,2675,2263,2533,3109,2826,2949
0,0,0,0,0,0,0,0,72,0,54,54,0,28,81,105,0,43
165,53,53,314,0,0,234,31,178,200,187,187,421,480,407,533,286,410
0,196,196,0,404,0,189,0,0,401,252,252,0,0,0,626,0,474
220,139,139,13,0,0,0,248,0,0,0,0,0,0,0,0,0,267
697,724,724,1191,1128,1156,681,724,677,589,710,710,1283,1052,1361,1433,1542,1500
1319,96,96,253,193,309,93,100,110,259,0,0,251,0,263,272,208,369
1486,308,308,596,553,398,308,434,200,327,496,496,664,610,351,468,403,0
0,85,85,0,235,251,0,117,0,96,0,0,352,0,4,362,106,0
386,361,361,432,0,0,299,294,300,407,362,362,261,235,0,506,0,487
426,389,389,0,780,838,424,379,390,496,0,0,0,644,0,451,846,849
0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
413,332,332,296,316,295,241,256,322,452,402,402,328,259,294,325,314,342
447,0,0,452,0,398,217,214,305,477,410,410,0,445,294,456,462,0
261,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,97,80,69,51,141,40,0,67,67,0,110,0,94,0,101
468,1037,1037,1097,1216,429,398,376,1111,493,1285,1285,1276,755,0,0,682,1070
651,247,247,370,82,368,0,91,552,339,0,0,596,360,0,216,605,631
0,0,0,1059,0,1676,1049,401,526,1649,1648,1648,0,1793,1910,2038,0,1458
254,77,77,76,0,233,99,0,0,246,134,134,290,0,295,359,246,276
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,175,175,0,0,0,0,0,0,148,0,0,767,0,0,0,874,0
28818,10079,10079,17847,20175,20534,17004,12014,17379,10712,7651,7651,8642,14941,22880,6222,11094,22552
0,0,0,0,3176,89,0,0,0,0,2849,2849,5508,0,4534,2690,0,2391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0
285,275,275,1037,298,609,261,87,142,59,266,266,0,140,253,305,330,69
262,719,719,887,451,210,1193,97,995,543,531,531,961,524,705,691,190,643
0,132,132,206,83,0,205,0,0,0,0,0,0,181,0,0,0,0
0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,190,190,305,118,0,20767,74,200,267,10368,10368,111,192,13987,244,312,415
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
3706,1643,1643,4976,3211,3989,5011,5026,5213,131,5105,5105,5012,2390,0,224,3145,4891
0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0
204,0,0,160,135,190,320,205,59,0,131,131,0,0,246,73,0,250
1607,0,0,0,2161,0,1667,1655,1722,0,1673,1673,940,0,2122,2540,199,1415
193,199,199,193,220,241,176,194,123,246,164,164,201,202,217,243,245,248
217,0,0,63,429,363,0,0,0,0,0,0,540,0,348,0,0,172
0,87,87,0,0,0,0,0,0,0,0,0,87,81,0,0,0,0
164,194,194,176,169,108,0,0,325,0,0,0,0,92,0,0,0,154
0,0,0,0,0,0,0,6760,1003,0,0,0,124,608,0,0,0,0
0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0
43,0,0,3,0,0,79,263,192,0,0,0,0,220,23,0,0,0
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
582,67,67,1507,0,0,546,71,0,0,0,0,924,1568,78,2000,1614,1037
36,0,0,63,0,70,41,89,180,0,0,0,106,130,76,95,340,167
51,0,0,0,213,162,0,79,89,47,100,100,71,0,89,104,104,143
1083,1381,1381,439,1699,730,0,2311,59,371,0,0,1043,1497,896,752,26,1941
2214,1359,1359,3269,2224,2460,3758,2873,3090,880,1365,1365,2056,1801,1831,1133,2530,2415
123,162,162,0,0,0,0,135,0,0,87,87,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
0,0,0,228,0,199,0,188,0,0,0,0,195,0,0,0,0,0
0,0,0,0,0,75,0,38,0,61,60,60,0,44,68,96,73,85
0,0,0,0,0,55,0,0,0,0,0,0,0,62,0,55,0,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0
0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1730,1730,0,5176,0,2070,0,2341,1646,1725,1725,1797,3595,5527,0,6351,2720
3191,3472,3472,3441,2326,1208,2168,3194,1714,2998,3071,3071,1888,3670,4930,3082,3110,3363
0,75,75,185,101,73,66,0,74,0,0,0,130,0,0,0,121,176
0,0,0,0,111,77,0,0,0,0,56,56,0,0,0,0,261,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
131,156,156,109,156,160,122,146,130,193,219,219,142,162,145,223,170,166
0,0,0,0,0,0,0,109,0,0,0,0,0,0,120,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0
0,3,3,65,0,0,0,0,21,0,0,0,0,0,0,0,0,0
0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,13,0
0,69,69,0,0,0,43,0,0,2655,0,0,44,0,38,0,0,0
78,0,0,0,0,0,0,0,0,78,69,69,80,0,71,69,0,55
0,0,0,170,0,86,149,0,157,0,178,178,148,0,0,199,170,179
0,102,102,0,193,92,210,200,215,91,210,210,125,24,0,189,188,0
0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,72,0
0,95,95,77,0,0,0,56,0,272,307,307,0,0,0,86,256,198
61,113,113,63,88,0,0,134,0,0,121,121,51,0,0,74,90,132
0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2
130,23,23,0,0,91,82,69,0,114,106,106,0,103,0,92,127,79
0,161,161,145,124,159,150,0,137,141,145,145,86,590,142,95,193,153
0,235,235,296,0,471,0,186,0,370,363,363,284,0,1366,577,0,424
73,39,39,118,145,120,0,46,45,0,55,55,140,130,155,0,104,0
50,0,0,0,0,0,0,0,0,67,0,0,80,45,41,92,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
269,342,342,73,273,103,264,257,0,1319,0,0,157,382,79,389,277,345
0,0,0,0,0,0,97,0,0,40,0,0,0,0,0,0,0,45
0,3,3,0,107,0,0,0,96,0,7444,7444,0,0,0,83,0,0
1148,1231,1231,1013,1230,0,0,1036,963,0,1266,1266,1290,1179,795,0,1147,1318
0,149,149,0,596,351,132,150,158,566,156,156,0,490,0,387,395,445
0,0,0,1870,0,2464,2259,0,2092,0,2855,2855,0,2007,0,0,0,0
1257,0,0,1256,515,0,0,1828,0,642,1016,1016,617,347,0,1034,0,0
0,72,72,71,0,0,0,0,0,0,0,0,0,0,78,221,0,0
0,0,0,56,0,59,0,0,0,63,0,0,0,0,52,0,57,0
0,0,0,0,0,0,258,273,0,0,0,0,0,0,0,0,0,0
1116,1198,1198,1070,926,921,1258,0,1220,1078,0,0,727,953,981,823,679,930
482,434,434,338,248,359,0,384,338,407,362,362,401,343,390,341,0,303
143,0,0,37,74,177,209,0,160,277,48,48,265,174,44,287,163,271
154,73,73,0,115,0,106,0,99,70,37,37,0,136,78,74,0,0
0,0,0,24,0,68,0,78,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,339,0,0
0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0
0,0,0,18,294,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,940
486,411,411,442,0,248,594,111,137,133,201,201,0,177,209,277,111,153
43,0,0,80,51,46,62,63,67,68,71,71,49,0,51,0,0,0
0,0,0,0,0,0,38,0,0,0,0,0,0,39,0,0,0,0
0,0,0,0,0,0,0,102,123,92,0,0,0,0,129,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0
0,0,0,28,0,0,0,0,0,0,0,0,0,0,21,0,0,28
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,48,0,0,0,0,0,0,112,112,199,0,0,0,87,0
201,297,297,218,0,0,0,298,328,407,180,180,0,282,119,226,316,354
